Landmark,X,Y,Z
0,0.5868469476699829,0.5654286742210388,-1.0686002969741821
1,0.6180368065834045,0.4993034601211548,-1.0318602323532104
2,0.63248610496521,0.5033059120178223,-1.0318197011947632
3,0.6476065516471863,0.5082747936248779,-1.0319926738739014
4,0.5674577951431274,0.490071177482605,-1.0293179750442505
5,0.5489188432693481,0.4879200756549835,-1.0285686254501343
6,0.5335423946380615,0.48704707622528076,-1.0287415981292725
7,0.6737985014915466,0.5355415940284729,-0.6878879070281982
8,0.5100738406181335,0.5084599256515503,-0.657197892665863
9,0.6126992702484131,0.626664936542511,-0.9317063093185425
10,0.548686683177948,0.6161810159683228,-0.9228946566581726
11,0.7781770825386047,0.8250165581703186,-0.45394033193588257
12,0.35743507742881775,0.7972643971443176,-0.45088234543800354
13,0.8703762292861938,1.2046557664871216,-0.5261695981025696
14,0.21336393058300018,1.159160852432251,-0.5352339744567871
15,0.8600446581840515,1.4799526929855347,-0.9724997282028198
16,0.18120908737182617,1.4442402124404907,-1.1273515224456787
17,0.8852194547653198,1.5812859535217285,-1.108623743057251
18,0.1411725878715515,1.5374141931533813,-1.2647957801818848
19,0.836455225944519,1.5788196325302124,-1.1603059768676758
20,0.1928403377532959,1.5431495904922485,-1.3481268882751465
21,0.8181182742118835,1.540087342262268,-1.0152372121810913
22,0.2164999544620514,1.5087032318115234,-1.1815413236618042
23,0.6891138553619385,1.5161182880401611,-0.057241927832365036
24,0.4163227677345276,1.505419373512268,0.06219968944787979
25,0.6684366464614868,2.0846080780029297,0.14251603186130524
26,0.41267603635787964,2.085996389389038,0.2745397388935089
27,0.6614903211593628,2.5864453315734863,0.8486307859420776
28,0.4139363169670105,2.582906484603882,0.8298665285110474
29,0.6676685810089111,2.677130699157715,0.8906084895133972
30,0.4088631272315979,2.67215633392334,0.8717615008354187
31,0.6072788834571838,2.7546660900115967,0.365461528301239
32,0.44624748826026917,2.750561237335205,0.298899382352829
0,0.5604824423789978,0.5654527544975281,-0.8952915072441101
1,0.5864489376544952,0.5001567304134369,-0.8626329600811005
2,0.6021605730056763,0.5035703480243683,-0.8626032173633575
3,0.6178085505962372,0.5082728564739227,-0.8627838492393494
4,0.5390174388885498,0.4937032163143158,-0.8497990369796753
5,0.5220116227865219,0.4926667958498001,-0.849039226770401
6,0.5074096620082855,0.49279384315013885,-0.8490643203258514
7,0.6394265592098236,0.5340335667133331,-0.5539885461330414
8,0.4831630438566208,0.513182133436203,-0.4744662344455719
9,0.5872843563556671,0.6265964508056641,-0.7752140164375305
10,0.5283121764659882,0.6169425547122955,-0.7524843811988831
11,0.7552605271339417,0.817313015460968,-0.36790144443511963
12,0.3478051871061325,0.803562194108963,-0.29993531107902527
13,0.8702207803726196,1.1188943982124329,-0.4595765024423599
14,0.17935393005609512,1.0994778275489807,-0.5830567181110382
15,0.9142599999904633,1.4371307492256165,-0.8231998383998871
16,0.13559338822960854,1.1065221726894379,-1.315800666809082
17,0.9573352932929993,1.522032082080841,-0.9325472712516785
18,0.10558992624282837,1.0892003774642944,-1.4670209288597107
19,0.9182865619659424,1.5202254056930542,-0.9833807945251465
20,0.15901502966880798,1.078082412481308,-1.4991261959075928
21,0.8902510106563568,1.495790958404541,-0.8656630516052246
22,0.18293699622154236,1.0841616094112396,-1.3559570908546448
23,0.6858919560909271,1.5154953598976135,-0.05839719995856285
24,0.41343921422958374,1.5089632272720337,0.06335381045937538
25,0.6694696545600891,2.085387706756592,0.027790367603302002
26,0.41387975215911865,2.0933233499526978,0.18864655122160912
27,0.6752234101295471,2.592461585998535,0.6160042583942413
28,0.42626938223838806,2.5961239337921143,0.5842167735099792
29,0.6853393912315369,2.678471565246582,0.6444676071405411
30,0.421880304813385,2.6769750118255615,0.6111713945865631
31,0.6304585635662079,2.7557178735733032,0.12568573281168938
32,0.4651697427034378,2.7673163414001465,0.05478585511445999
0,0.5505778193473816,0.5647059679031372,-0.8295414447784424
1,0.574380616346995,0.49986393253008526,-0.7944620251655579
2,0.5900949041048685,0.5025630791982015,-0.7944210569063822
3,0.605167547861735,0.5065407951672872,-0.7946310043334961
4,0.527048667271932,0.4948722918828328,-0.7809100945790609
5,0.5109922289848328,0.4942544500033061,-0.7801737586657206
6,0.49683348337809247,0.4948532283306122,-0.7801997860272726
7,0.6253330906232198,0.531616747379303,-0.48814908663431805
8,0.4731982847054799,0.5154171188672384,-0.4058925310770671
9,0.5784259041150411,0.6254499157269796,-0.7124022841453552
10,0.5194431742032369,0.6171732743581136,-0.6891043980916342
11,0.7475158373514811,0.8140567938486735,-0.3103465487559636
12,0.34136660893758136,0.8070587118466696,-0.25444965561230976
13,0.8701752225557963,1.0896646976470947,-0.38890470067660016
14,0.15948597341775894,1.0570257504781086,-0.6121744910875956
15,0.9293796420097351,1.4261730114618938,-0.704141358534495
16,0.12413343042135239,0.9503721793492635,-1.3643967310587566
17,0.9747419357299805,1.5078685681025188,-0.8009946346282959
18,0.09887270381053288,0.903502901395162,-1.5208964347839355
